,BoxOffice,Director,Runtime,Title,Writer,Year,imdbRating,imdbVotes,Internet_Movie_Database,Rotten_Tomatoes,Metacritic,First_actor,Second_actor,Third_actor,Forth_actor,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Country,Country_count
10218,16250.105486307,Katrina Holden Bronson,100,Daltry Calhoun,Katrina Holden Bronson,2005,5.2,3957,5.2,0.7,3.0,Elizabeth Banks,Johnny Knoxville,Beth Grant,Laura Cayouette,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,USA,1
10219,14706.889311666,Jeff Santo,98,Jake's Corner,Jeff Santo,2008,6.3,1552,6.3,5.940134117214773,5.7568928771733034,Colton Rodgers,Richard Tyson,Diane Ladd,Danny Trejo,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10220,20154.5396,Steven Shainberg,125,Hit Me,Denis Johnson,1996,5.5,3518,5.5,5.7,5.7568928771733034,Elias Koteas,Laure Marsac,Jay Leggett,Bruce Ramsay,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1
10221,12897.680441723,David Farr,87,The Ones Below,David Farr,2015,6.1,7949,6.1,7.3,6.3,Clémence Poésy,Stephen Campbell Moore,David Morrissey,Laura Birn,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,UK,1
10222,12532.646466168004,Paco León,102,"Kiki, Love to Love",Josh Lawson,2016,6.5,3949,6.5,7.3,5.7568928771733034,Natalia de Molina,Álex García,Jacobo Sánchez,Silvia Rey,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Spain,1
10223,13655.778270779998,So Yong Kim,94,For Ellen,So Yong Kim,2012,6.0,2493,6.0,6.6,6.1,Paul Dano,Peter Roberts,William Roberts,Jon Heder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10224,13409.386613302,Darryl Roberts,100,America the Beautiful 2: The Thin Commandments,Darryl Roberts,2011,6.7,1056,6.7,3.0,5.7568928771733034,Ragen Chastain,Deepak Chopra,Bill Clinton,Beverly Johnson,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10225,13023.750843332002,Karl Mueller,100,Rebirth,Karl Mueller,2016,5.0,3156,5.0,5.940134117214773,5.7568928771733034,Fran Kranz,Adam Goldberg,Nicky Whelan,Kat Foster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1
10226,7157.275849084999,Stephen Gyllenhaal,98,Grassroots,Phil Campbell,2012,5.3,1837,5.3,5.2,4.1,Jason Biggs,Joel David Moore,Lauren Ambrose,Cobie Smulders,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10227,15980.802487251001,Bruce Van Dusen,80,Backseat,Josh Alexander,2005,7.0,1903,7.0,0.8,3.2,Josh Alexander,Starla Benford,William Bogert,Robert T. Bogue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10228,16484.889837663002,Eric Small,99,The Dust Factory,Eric Small,2004,6.1,3356,6.1,0.9,4.8,Armin Mueller-Stahl,Hayden Panettiere,Ryan Kelley,Kim Myers,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10229,17276.334649344,Ray Culpepper,108,Big Ain't Bad,Brian D. Poe,2002,5.6,2317,5.6,5.940134117214773,5.7568928771733034,Jade Jenise Dixon,Sean Blakemore,Reginald Ballard,Phyllis Yvonne Stickney,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10230,13087.587557169,Abigail Disney,88,The Armor of Light,Abigail Disney,2015,6.4,531,6.4,9.6,6.9,Nathan David Kistler,Lucy McBath,Rob Schenck,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,USA,1
10231,14703.224546545,Sol Tryon,91,The Living Wake,Peter Kline,2007,6.4,2335,6.4,5.0,3.7,Mike O'Connell,Jim Gaffigan,Jill Larson,Diane Kagan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10232,13229.846549676002,Clio Barnard,91,The Selfish Giant,Clio Barnard,2013,7.3,11067,7.3,9.7,8.3,Conner Chapman,Shaun Thomas,Ralph Ineson,Ian Burfield,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UK,1
10233,17130.115671192,Zhangke Jia,112,Unknown Pleasures,Zhangke Jia,2002,6.9,4016,6.9,6.1,6.1,Wei Wei Zhao,Qiong Wu,Tao Zhao,Qing Feng Zhou,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"China, Japan, South Korea, France",4
10234,12987.299529911,Jon Spira,97,Elstree 1976,Jon Spira,2015,6.0,1530,6.0,8.0,6.6,Paul Blake,Jeremy Bulloch,John Chapman,Anthony Forrest,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UK,1
10235,12379.835018338003,Alain Guiraudie,98,Staying Vertical,Alain Guiraudie,2016,6.2,1757,6.2,7.5,6.5,Damien Bonnard,India Hair,Raphaël Thiéry,Christian Bouillette,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,France,1
10236,6569.795223900002,Grant Barbeito,101,Touch the Wall,Christo Brock,2014,8.6,648,8.6,5.940134117214773,5.7568928771733034,Missy Franklin,Kara Lynn Joyce,Da Franklin,Dick Franklin,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"USA, UK",2
10237,13388.082714165,Hansal Mehta,129,Shahid,Sameer Gautam Singh,2012,8.3,10720,8.3,5.940134117214773,5.7568928771733034,Rajkummar Rao,Mohammed Zeeshan Ayyub,Baljinder Kaur,Tigmanshu Dhulia,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,India,1
10238,12967.600686654,David Hayter,91,Wolves,David Hayter,2014,5.3,7540,5.3,2.5,3.7,Lucas Till,Stephen McHattie,John Pyper-Ferguson,Merritt Patterson,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"France, Canada",2
10239,14074.12691127,Florin Serban,94,"If I Want to Whistle, I Whistle",Cãtãlin Mitulescu,2010,7.2,6570,7.2,6.7,6.4,George Pistereanu,Ada Condeescu,Mihai Constantin,Clara Voda,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Romania, Sweden, Germany",3
10240,18767.588600007,Stefan Avalos,86,The Last Broadcast,Stefan Avalos,1998,5.4,7040,5.4,4.7,5.7568928771733034,David Beard,Jim Seward,Stefan Avalos,Lance Weiler,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,USA,1
10241,16171.555078340998,Jimmy Lee,93,Close Call,Jimmy Lee,2004,4.1,2089,4.1,0.0,5.7568928771733034,Annie Lee,Philip Moon,Jan Devereaux,Jeff Fahey,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10242,18277.682429352004,Eric Styles,92,Dreaming of Joseph Lees,Catherine Linstrum,1999,6.4,3415,6.4,3.6,5.5,Rupert Graves,Samantha Morton,Nicholas Woodeson,Lee Ross,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"USA, UK",2
10243,14191.691145397996,Yoav Shamir,91,Defamation,Yoav Shamir,2009,7.5,2642,7.5,8.5,5.8,Yoav Shamir,Abraham Foxman,Bob Wolfson,Notav,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Israel, Denmark, USA, Austria",4
10244,13054.012999668,Bertrand Tavernier,113,The French Minister,Abel Lanzac,2013,6.4,3520,6.4,6.2,6.5,Thierry Lhermitte,Raphaël Personnaz,Niels Arestrup,Bruno Raffaelli,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,France,1
10245,14992.637274118,Neil Mandt,83,Last Stop for Paul,Neil Mandt,2006,6.4,2215,6.4,6.9,5.2,Neil Mandt,Marc Carter,Gregory Poppen,Eric Wing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10246,14551.984410189,Martin Hynes,93,The Go-Getter,Martin Hynes,2007,6.7,6331,6.7,4.2,6.9,Lou Taylor Pucci,Zooey Deschanel,M. Ward,Judy Greer,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10247,12909.655825896001,Benedikt Erlingsson,81,Of Horses and Men,Benedikt Erlingsson,2013,6.8,3267,6.8,10.0,7.4,Ingvar Eggert Sigurðsson,Charlotte Bøving,Johann Pall Oddson,Kristbjörg Kjeld,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Iceland, Germany, Norway",3
10248,17450.163051282,Betsy Blankenbaker,72,New York in the 50's,Dan Wakefield,2000,5.9,2638,5.9,10.0,5.7568928771733034,David Amram,Sam Astrachan,James Baldwin,Brock Bower,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10249,16956.636626853,Verónica Chen,91,Smokers Only,Verónica Chen,2001,5.3,2616,5.3,1.5,3.5,Cecilia Bengolea,Leonardo Brzezicki,Adrián Fondari,Pablo Razuk,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Argentina,1
10250,13934.078804792,Carlos Brooks,82,Quid Pro Quo,Carlos Brooks,2008,6.2,3532,6.2,6.0,5.5,Nick Stahl,Leonardo Nam,Rachel Black,Jessica Hecht,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,USA,1
10251,3456.7362586800004,Manu Luksch,88,Dreams Rewired,Manu Luksch,2015,6.1,525,6.1,7.5,6.2,Tilda Swinton,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Austria, Germany, UK",3
10252,15810.014971431001,Sang-soo Hong,88,Woman Is the Future of Man,Sang-soo Hong,2004,6.4,3047,6.4,8.0,6.3,Ji-tae Yu,Tae-woo Kim,Hyun-Ah Sung,Ho-jung Kim,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South Korea, France",2
10253,13857.737341347,Abel Ferrara,89,Chelsea on the Rocks,Abel Ferrara,2008,6.0,1778,6.0,7.1,5.7,Ira Cohen,Gerald Busby,Stanley Bard,Quentin Crisp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10254,8525.661880902,Ryan Piers Williams,92,The Dry Land,Ryan Piers Williams,2010,5.6,1583,5.6,6.4,4.7,Ryan O'Nan,America Ferrera,Jason Ritter,Melissa Leo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10255,12577.686010763999,Ernie Barbarash,103,Falcon Rising,Y.T. Parazi,2014,5.8,7097,5.8,4.3,4.9,Michael Jai White,Neal McDonough,Jimmy Navarro,Millie Ruperto,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10256,210157.1429075,William Dieterle,85,Blockade,John Howard Lawson,1938,5.9,11640,5.9,5.940134117214773,5.7568928771733034,Madeleine Carroll,Henry Fonda,Leo Carrillo,John Halliday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,USA,1
10257,11663.220471221,James Westby,90,Rid of Me,James Westby,2011,6.6,1927,6.6,5.0,5.3,Katie O'Grady,John Keyser,Storm Large,Melik Malkasian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10258,15704.231014223998,Pola Rapaport,80,Writer of O,Pola Rapaport,2004,6.9,2063,6.9,5.0,4.8,Dominique Aury,Cyril Corral,Thierry de Carbonnières,John de St. Jorre,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"France, USA",2
10259,12353.488216988002,Alex Hammond,103,Lucha Mexico,Ian Markiewicz,2016,7.3,357,7.3,6.9,5.6,Perro Aguayo Jr.,Jon Anderson,Matt Bloom,Blue Demon Jr.,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mexico, USA",2
10260,12520.00000392,Jean-Pierre Améris,95,Marie's Story,Jean-Pierre Améris,2014,7.5,1821,7.5,7.0,5.4,Isabelle Carré,Ariana Rivoire,Brigitte Catillon,Noémie Churlet,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,France,1
10261,12859.525420667998,Jann Turner,93,White Wedding,Kenneth Nkosi,2009,5.6,1827,5.6,5.4,6.0,Kenneth Nkosi,Rapulana Seiphemo,Jodie Whittaker,Zandile Msutwana,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,South Africa,1
10262,13790.862520258,Turk Pipkin,83,One Peace at a Time,Turk Pipkin,2009,7.2,1329,7.2,5.940134117214773,5.7568928771733034,Donna Berber,Philip Berber,Caroline Boudreaux,Steve Chu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10263,18421.497800020006,Robert Greenwald,90,Breaking Up,Michael Cristofer,1997,4.9,5461,4.9,5.940134117214773,5.7568928771733034,Russell Crowe,Salma Hayek,Abraham Alvarez,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1
10264,17729.837580714004,Martin Scorsese,246,My Voyage to Italy,Suso Cecchi D'Amico,1999,8.3,5327,8.3,10.0,9.0,Martin Scorsese,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Italy, USA",2
10265,12307.117846612002,Anna Muylaert,82,Don't Call Me Son,Anna Muylaert,2016,6.8,1303,6.8,8.1,7.7,Naomi Nero,Daniel Botelho,Dani Nefussi,Matheus Nachtergaele,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,1
10266,19917.638719531,Peter Medak,108,Pontiac Moon,Finn Taylor,1994,5.7,3993,5.7,5.940134117214773,5.7568928771733034,Ted Danson,Mary Steenburgen,Ryan Todd,Eric Schweig,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10267,25952.568891480005,Rex Bromfield,94,Home Is Where the Hart Is,Rex Bromfield,1987,4.3,4493,4.3,5.940134117214773,5.7568928771733034,Valri Bromfield,Stephen E. Miller,Deanne Henry,Martin Mull,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Canada,1
10268,12644.8201086,Fredrik Bond,103,Charlie Countryman,Matt Drake,2013,6.4,25350,6.4,2.9,3.1,Shia LaBeouf,Evan Rachel Wood,Mads Mikkelsen,Til Schweiger,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"USA, Romania",2
10269,12633.96618576,Eddy Duran,81,36 Saints,Jeffrey De Serrano,2013,2.7,964,2.7,5.940134117214773,1.9,Franky G,Jeffrey De Serrano,Donna McKechnie,Jaime Tirelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1
10270,12408.901027776,Alain Resnais,108,Life of Riley,Alan Ayckbourn,2014,6.0,1621,6.0,7.8,7.0,Sabine Azéma,Sandrine Kiberlain,Caroline Silhol,André Dussollier,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,France,1
10271,14155.588891514002,Louise Hogarth,95,Angels in the Dust,Louise Hogarth,2007,7.7,1678,7.7,8.3,5.7568928771733034,Con Cloete,Marion Cloete,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Africa,1
10272,14115.339500387,Nina Davenport,92,Operation Filmmaker,Nina Davenport,2007,7.0,1851,7.0,9.1,6.9,Alberto Bonilla,Steven Chinni,Nina Davenport,Hedwig Herzog,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10273,15887.06915796,Mark David,109,Intoxicating,Mark David,2003,5.1,2442,5.1,4.0,3.8,Kirk Harris,John Savage,Eric Roberts,Camilla Overbye Roos,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1
10274,19719.640082847,Kelly Reichardt,76,River of Grass,Jesse Hartman,1994,6.5,4174,6.5,9.3,6.9,Larry Fessenden,Dick Russell,Stan Kaplan,Michael Buscemi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10275,15429.728340459,Lee Friedlander,80,Girl Play,Lee Friedlander,2004,4.7,2691,4.7,2.5,3.7,Robin Greenspan,Lacie Harmon,Mink Stole,Dom DeLuise,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10276,8475.790644216,Sebastian Gutierrez,100,Elektra Luxx,Sebastian Gutierrez,2010,5.1,7564,5.1,2.5,5.0,Joseph Gordon-Levitt,Carla Gugino,Ermahn Ospina,Jake Hames,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10277,12270.027307596001,George C. Wolfe,102,You're Not You,Shana Feste,2014,7.4,21871,7.4,4.5,5.6,Hilary Swank,Emmy Rossum,Josh Duhamel,Stephanie Beatriz,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10278,14370.40080119,Doug Bollinger,101,Waltzing Anna,Doug Bollinger,2006,5.0,1854,5.0,0.0,5.7568928771733034,Margery Beddow,Robert Capelli Jr.,Emmanuelle Chriqui,Marilyn Chris,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10279,14818.138577865,Amnon Buchbinder,92,Whole New Thing,Amnon Buchbinder,2005,6.8,3025,6.8,6.4,5.4,Aaron Webber,Robert Joy,Rebecca Jenkins,Daniel MacIvor,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Canada,1
10280,12960.722557350002,Eyad Zahra,83,The Taqwacores,Michael Muhammad Knight,2010,6.1,1618,6.1,4.2,4.2,Bobby Naderi,Noureen DeWulf,Dominic Rains,Maytha Alhassen,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,USA,1
10281,13429.050662001999,Antonello Grimaldi,105,Quiet Chaos,Sandro Veronesi,2008,6.9,4858,6.9,7.8,5.1,Nanni Moretti,Valeria Golino,Isabella Ferrari,Alessandro Gassman,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Italy, UK",2
10282,16058.780465886,Gil Cates Jr.,95,The Mesmerist,Michael A. Goorjian,2002,5.4,2466,5.4,5.940134117214773,5.7568928771733034,Neil Patrick Harris,Jessica Capshaw,Howard Hesseman,Jason Carter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10283,16057.374514173,Rodolphe Marconi,96,Love Forbidden,Rodolphe Marconi,2002,5.5,2506,5.5,1.7,2.8,Rodolphe Marconi,Andrea Necci,Echo Danon,Orietta Gianjorio,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,France,1
10284,12025.734008194002,Bavo Defurne,90,Souvenir,Bavo Defurne,2016,6.1,858,6.1,4.8,5.7568928771733034,Isabelle Huppert,Kévin Azaïs,Johan Leysen,Muriel Bersy,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Belgium, Luxembourg, France",3
10285,14311.438877343999,György Pálfi,91,Taxidermia,Lajos Parti Nagy,2006,7.0,16406,7.0,8.1,8.3,Csaba Czene,Gergely Trócsányi,Marc Bischoff,Gina Moreno,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Hungary, Austria, France",3
10286,11761.6810854,Jon Brewer,102,Beside Bowie: The Mick Ronson Story,Scott Rowley,2017,7.6,203,7.6,8.0,5.7568928771733034,David Bowie,Mick Ronson,Mary Finnigan,Bob Harris,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UK,1
10287,25340.48000253001,Alfonso Brescia,82,Iron Warrior,Steven Luotto,1987,2.5,4938,2.5,5.940134117214773,5.7568928771733034,Miles O'Keeffe,Savina Gersak,Elisabeth Kaza,Iris Peynado,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Italy,1
10288,12310.519285128,Claudia Sainte-Luce,89,The Amazing Catfish,Claudia Sainte-Luce,2013,7.0,2136,7.0,10.0,6.9,Lisa Owen,Ximena Ayala,Sonia Franco,Wendy Guillén,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mexico, France",2
10289,12086.286693204,Maya Vitkova,155,Viktoria,Maya Vitkova,2014,6.5,910,6.5,7.9,5.5,Irmena Chichikova,Daria Vitkova,Kalina Vitkova,Mariana Krumova,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bulgaria, Romania",2
10290,15894.284115465,Angela Christlieb,83,Cinemania,Angela Christlieb,2002,7.1,4353,7.1,8.6,6.7,Jack Angstreich,Eric Chadbourne,Bill Heidbreder,Roberta Hill,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Germany, USA",2
10291,8697.248371692001,Bernard Rose,122,The Devil's Violinist,Bernard Rose,2013,6.1,3542,6.1,3.1,3.8,David Garrett,Jared Harris,Joely Richardson,Christian McKay,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Germany, Italy",2
10292,13234.086309204,Andrzej Krakowski,115,Looking for Palladin,Andrzej Krakowski,2008,5.7,1531,5.7,2.2,3.4,Ben Gazzara,David Moscow,Talia Shire,Pedro Armendáriz Jr.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10293,12663.920964751002,Nadav Lapid,105,Policeman,Nadav Lapid,2011,6.2,1695,6.2,6.1,7.9,Yiftach Klein,Yaara Pelzig,Michael Moshonov,Menashe Noy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Israel, France",2
10294,11218.0,David A. Armstrong,95,The Assassin's Code,Edward Lee Cornett,2018,5.3,597,5.3,5.940134117214773,5.7568928771733034,Justin Chatwin,Peter Stormare,Mark Thompson,Robin Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"USA, Canada",2
10295,12141.198088824,Wei Zhao,131,So Young,Qiang Li,2013,6.4,2269,6.4,5.940134117214773,5.7568928771733034,Mark Chao,Geng Han,Zishan Yang,Shuying Jiang,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,China,1
10296,13183.725043943,Tze Chun,86,Children of Invention,Tze Chun,2009,6.5,1816,6.5,7.9,6.7,Cindy Cheung,Michael Chen,Crystal Chiu,Stephen Gevedon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10297,12290.861420385,Daniel Algrant,99,Greetings from Tim Buckley,Daniel Algrant,2012,6.1,2288,6.1,7.1,5.7,Kate Nash,Imogen Poots,Penn Badgley,William Sadler,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10298,19521.051013332,Mark Benjamin,96,The Last Party,Robert Downey Jr.,1993,5.7,3948,5.7,5.940134117214773,5.7568928771733034,Robert Downey Jr.,Bill Clinton,Ann Palmer,Hilary Anderson,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10299,12003.33656328,Jason Cortlund,93,"Now, Forager",Jason Cortlund,2012,6.4,1028,6.4,5.5,5.4,Jason Cortlund,Tiffany Esteb,Almex Lee,Gabrielle Maisels,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA, Poland",2
10300,16890.618186540003,Donal Lardner Ward,81,The Suburbans,Donal Lardner Ward,1999,4.2,4777,4.2,0.0,2.4,Donal Lardner Ward,Tony Guma,Craig Bierko,Will Ferrell,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10301,19127.996399924,Richard Gabai,92,InSight,Aaron Ginsburg,2011,5.0,1918,5.0,0.0,5.7568928771733034,Sean Patrick Flanery,Natalie Zea,Angeline-Rose Troy,Adam Baldwin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,USA,1
10302,5347.437988213,Jamie M. Dagg,93,Sweet Virginia,Paul China,2017,6.2,5243,6.2,7.8,7.2,Jon Bernthal,Christopher Abbott,Imogen Poots,Rosemarie DeWitt,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Canada, USA",2
10303,12388.447233386001,Hun Jang,133,The Front Line,Sang-yeon Park,2011,7.4,6014,7.4,6.7,5.9,Ha-kyun Shin,Soo Go,Seung-su Ryu,Chang-Seok Ko,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,South Korea,1
10304,12972.700561884,Nia Vardalos,98,I Hate Valentine's Day,Nia Vardalos,2009,4.7,8925,4.7,1.9,1.7,Nia Vardalos,John Corbett,Stephen Guarino,Amir Arison,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1
10305,13800.853707018001,Justin Lo,94,The Conrad Boys,Justin Lo,2006,6.1,2510,6.1,2.5,5.7568928771733034,Justin Lo,Booboo Stewart,Nick Bartzen,Barry Shay,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1
10306,15465.468843,Eric Eason,78,Manito,Eric Eason,2002,6.8,2781,6.8,9.4,7.1,Franky G,Leo Minaya,Manuel Cabral,Jessica Morales,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
10307,11732.692836438,Bent Hamer,93,1001 Grams,Bent Hamer,2014,6.3,1697,6.3,8.2,6.5,Ane Dahl Torp,Laurent Stocker,Hildegun Riise,Stein Winge,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Norway, Germany",2
